term,valence,source
bend,0.0,sentibignomics_x0.1
beneficial,0.06,sentibignomics_x0.1
beneficially,0.06,sentibignomics_x0.1
beneficiated,0.03,sentibignomics_x0.1
beneficiation,0.035,sentibignomics_x0.1
benefit,0.07,sentibignomics_x0.1
benevolent,0.05,sentibignomics_x0.1
benighted,-0.065,sentibignomics_x0.1
benign,0.035,sentibignomics_x0.1
bequest,0.025,sentibignomics_x0.1
berate,-0.005,sentibignomics_x0.1
bereft,-0.045,sentibignomics_x0.1
berth,0.0,sentibignomics_x0.1
beset,-0.035,sentibignomics_x0.1
besiege,-0.05,sentibignomics_x0.1
bespoke,0.0,sentibignomics_x0.1
bestow,0.04,sentibignomics_x0.1
bestseller,0.075,sentibignomics_x0.1
betray,-0.05,sentibignomics_x0.1
betrayal,-0.08,sentibignomics_x0.1
beware,-0.04,sentibignomics_x0.1
bewilder,-0.04,sentibignomics_x0.1
bewildering,-0.035,sentibignomics_x0.1
bias,-0.045,sentibignomics_x0.1
bicker,-0.045,sentibignomics_x0.1
bidder,0.0,sentibignomics_x0.1
bidding,0.02,sentibignomics_x0.1
big,0.075,sentibignomics_x0.1
bilk,-0.04,sentibignomics_x0.1
bill,0.0,sentibignomics_x0.1
bind,-0.02,sentibignomics_x0.1
binge,0.02,sentibignomics_x0.1
bite,0.0,sentibignomics_x0.1
bitter,-0.05,sentibignomics_x0.1
bitterness,-0.045,sentibignomics_x0.1
bittersweet,-0.02,sentibignomics_x0.1
bizarre,-0.04,sentibignomics_x0.1
blacken,-0.04,sentibignomics_x0.1
blacklist,-0.08,sentibignomics_x0.1
blackmail,-0.09,sentibignomics_x0.1
blackout,-0.04,sentibignomics_x0.1
blackspot,-0.055,sentibignomics_x0.1
blame,-0.06,sentibignomics_x0.1
bland,-0.035,sentibignomics_x0.1
blank,0.0,sentibignomics_x0.1
blare,-0.025,sentibignomics_x0.1
blast,0.0,sentibignomics_x0.1
blatant,-0.005,sentibignomics_x0.1
blazing,0.045,sentibignomics_x0.1
bleak,-0.05,sentibignomics_x0.1
bleed,-0.05,sentibignomics_x0.1
blended,0.01,sentibignomics_x0.1
bless,0.075,sentibignomics_x0.1
blessing,0.08,sentibignomics_x0.1
blight,-0.045,sentibignomics_x0.1
blighted,-0.04,sentibignomics_x0.1
blind,-0.04,sentibignomics_x0.1
blindside,-0.05,sentibignomics_x0.1
blink,-0.01,sentibignomics_x0.1
blip,-0.02,sentibignomics_x0.1
blissful,0.07,sentibignomics_x0.1
blistering,-0.03,sentibignomics_x0.1
blitz,0.02,sentibignomics_x0.1
bloat,-0.035,sentibignomics_x0.1
bloated,-0.045,sentibignomics_x0.1
bloc,0.0,sentibignomics_x0.1
block,-0.035,sentibignomics_x0.1
blockade,-0.055,sentibignomics_x0.1
blood,-0.01,sentibignomics_x0.1
bloodbath,-0.07,sentibignomics_x0.1
bloody,-0.065,sentibignomics_x0.1
bloom,0.06,sentibignomics_x0.1
blossom,0.065,sentibignomics_x0.1
blot,-0.03,sentibignomics_x0.1
blow,-0.045,sentibignomics_x0.1
blowout,0.045,sentibignomics_x0.1
bludgeon,-0.005,sentibignomics_x0.1
bluff,-0.04,sentibignomics_x0.1
blunder,-0.06,sentibignomics_x0.1
blunt,-0.025,sentibignomics_x0.1
blur,-0.025,sentibignomics_x0.1
board,0.0,sentibignomics_x0.1
boast,0.02,sentibignomics_x0.1
bob,0.0,sentibignomics_x0.1
bode,0.0,sentibignomics_x0.1
bodied,0.0,sentibignomics_x0.1
bog,-0.045,sentibignomics_x0.1
boggling,0.0,sentibignomics_x0.1
bogus,-0.05,sentibignomics_x0.1
boil,-0.01,sentibignomics_x0.1
boisterous,0.03,sentibignomics_x0.1
bolster,0.05,sentibignomics_x0.1
bombshell,-0.05,sentibignomics_x0.1
bona,0.0,sentibignomics_x0.1
bonafide,0.02,sentibignomics_x0.1
bonanza,0.045,sentibignomics_x0.1
bond,0.0,sentibignomics_x0.1
bonus,0.08,sentibignomics_x0.1
boom,0.08,sentibignomics_x0.1
boon,0.015,sentibignomics_x0.1
boost,0.04,sentibignomics_x0.1
bootleg,-0.035,sentibignomics_x0.1
border,0.0,sentibignomics_x0.1
borderless,0.01,sentibignomics_x0.1
borderline,-0.045,sentibignomics_x0.1
bored,-0.045,sentibignomics_x0.1
boring,-0.04,sentibignomics_x0.1
borrow,-0.01,sentibignomics_x0.1
borrowing,0.01,sentibignomics_x0.1
boss,0.0,sentibignomics_x0.1
botch,-0.035,sentibignomics_x0.1
botched,-0.06,sentibignomics_x0.1
bother,-0.03,sentibignomics_x0.1
bothersome,-0.05,sentibignomics_x0.1
bottleneck,-0.04,sentibignomics_x0.1
bottom,-0.025,sentibignomics_x0.1
bottomless,-0.04,sentibignomics_x0.1
bounce,0.035,sentibignomics_x0.1
bouncy,-0.005,sentibignomics_x0.1
bound,0.0,sentibignomics_x0.1
bounty,0.0,sentibignomics_x0.1
bout,0.0,sentibignomics_x0.1
bouyant,0.025,sentibignomics_x0.1
boycott,-0.035,sentibignomics_x0.1
brace,0.01,sentibignomics_x0.1
brag,-0.03,sentibignomics_x0.1
brake,-0.025,sentibignomics_x0.1
brand,0.0,sentibignomics_x0.1
brandish,0.015,sentibignomics_x0.1
brash,-0.04,sentibignomics_x0.1
brave,0.065,sentibignomics_x0.1
brawl,-0.05,sentibignomics_x0.1
breach,-0.05,sentibignomics_x0.1
breadth,0.0,sentibignomics_x0.1
break,-0.02,sentibignomics_x0.1
breakage,-0.04,sentibignomics_x0.1
breakdown,-0.065,sentibignomics_x0.1
breakeven,0.03,sentibignomics_x0.1
breakthrough,0.065,sentibignomics_x0.1
breakup,-0.03,sentibignomics_x0.1
breath,0.0,sentibignomics_x0.1
breathe,0.025,sentibignomics_x0.1
breather,0.025,sentibignomics_x0.1
breathless,0.0,sentibignomics_x0.1
breathtaking,0.07,sentibignomics_x0.1
breed,0.015,sentibignomics_x0.1
brexit,-0.03,sentibignomics_x0.1
bribe,-0.05,sentibignomics_x0.1
bribery,-0.06,sentibignomics_x0.1
bridge,0.005,sentibignomics_x0.1
bright,0.045,sentibignomics_x0.1
brighten,0.07,sentibignomics_x0.1
brilliant,0.075,sentibignomics_x0.1
brim,0.05,sentibignomics_x0.1
brink,-0.005,sentibignomics_x0.1
brisk,0.03,sentibignomics_x0.1
british,0.0,sentibignomics_x0.1
brittle,-0.04,sentibignomics_x0.1
broad,0.035,sentibignomics_x0.1
broaden,0.04,sentibignomics_x0.1
brokered,0.02,sentibignomics_x0.1
brooding,-0.035,sentibignomics_x0.1
browbeat,-0.045,sentibignomics_x0.1
bruise,-0.04,sentibignomics_x0.1
brunt,-0.04,sentibignomics_x0.1
brutal,-0.06,sentibignomics_x0.1
brutalize,-0.075,sentibignomics_x0.1
bubble,0.0,sentibignomics_x0.1
buck,0.03,sentibignomics_x0.1
buckle,-0.04,sentibignomics_x0.1
bud,0.035,sentibignomics_x0.1
budge,-0.02,sentibignomics_x0.1
buff,0.035,sentibignomics_x0.1
buffer,0.03,sentibignomics_x0.1
buffet,0.0,sentibignomics_x0.1
bug,-0.03,sentibignomics_x0.1
build,0.04,sentibignomics_x0.1
builder,0.0,sentibignomics_x0.1
buildup,0.015,sentibignomics_x0.1
bulge,0.0,sentibignomics_x0.1
bulk,0.02,sentibignomics_x0.1
bulky,0.0,sentibignomics_x0.1
bulldoze,-0.035,sentibignomics_x0.1
bulldozer,-0.01,sentibignomics_x0.1
bullish,-0.035,sentibignomics_x0.1
bully,-0.045,sentibignomics_x0.1
bullying,-0.075,sentibignomics_x0.1
bum,-0.05,sentibignomics_x0.1
bumbling,-0.055,sentibignomics_x0.1
bump,0.025,sentibignomics_x0.1
bumpy,-0.04,sentibignomics_x0.1
bungle,-0.055,sentibignomics_x0.1
buoyancy,0.01,sentibignomics_x0.1
buoyant,0.045,sentibignomics_x0.1
burden,-0.05,sentibignomics_x0.1
burdensome,-0.05,sentibignomics_x0.1
bureaucracy,-0.01,sentibignomics_x0.1
bureaucrat,0.0,sentibignomics_x0.1
burgeon,0.035,sentibignomics_x0.1
burglar,-0.07,sentibignomics_x0.1
burglarize,-0.05,sentibignomics_x0.1
burgle,-0.07,sentibignomics_x0.1
burn,-0.04,sentibignomics_x0.1
burnish,0.0,sentibignomics_x0.1
burst,-0.035,sentibignomics_x0.1
bursting,-0.02,sentibignomics_x0.1
bury,-0.025,sentibignomics_x0.1
business,0.03,sentibignomics_x0.1
businesses,0.0,sentibignomics_x0.1
bust,-0.04,sentibignomics_x0.1
busted,-0.04,sentibignomics_x0.1
bustling,0.05,sentibignomics_x0.1
busy,0.02,sentibignomics_x0.1
buy,0.035,sentibignomics_x0.1
buyback,0.01,sentibignomics_x0.1
buyout,-0.01,sentibignomics_x0.1
bypass,0.0,sentibignomics_x0.1
byword,0.01,sentibignomics_x0.1
cagey,0.0,sentibignomics_x0.1
cajole,0.0,sentibignomics_x0.1
calamitous,-0.07,sentibignomics_x0.1
calamity,-0.07,sentibignomics_x0.1
calculate,0.0,sentibignomics_x0.1
calibrate,0.025,sentibignomics_x0.1
call,0.0,sentibignomics_x0.1
calm,0.03,sentibignomics_x0.1
calmness,0.035,sentibignomics_x0.1
camp,0.0,sentibignomics_x0.1
can,0.0,sentibignomics_x0.1
cancel,-0.04,sentibignomics_x0.1
cancellation,-0.045,sentibignomics_x0.1
cancer,-0.045,sentibignomics_x0.1
candid,0.03,sentibignomics_x0.1
cannibalize,-0.06,sentibignomics_x0.1
canny,0.03,sentibignomics_x0.1
cap,0.0,sentibignomics_x0.1
capability,0.04,sentibignomics_x0.1
capable,0.06,sentibignomics_x0.1
capacity,0.005,sentibignomics_x0.1
capital,0.02,sentibignomics_x0.1
capitalism,0.0,sentibignomics_x0.1
capitulate,-0.035,sentibignomics_x0.1
capped,0.03,sentibignomics_x0.1
capricious,-0.045,sentibignomics_x0.1
capsize,-0.04,sentibignomics_x0.1
captivate,0.035,sentibignomics_x0.1
captivating,0.06,sentibignomics_x0.1
captive,0.0,sentibignomics_x0.1
capture,0.01,sentibignomics_x0.1
car,0.0,sentibignomics_x0.1
card,0.0,sentibignomics_x0.1
care,0.03,sentibignomics_x0.1
careful,0.065,sentibignomics_x0.1
careless,-0.04,sentibignomics_x0.1
carelessly,-0.04,sentibignomics_x0.1
carelessness,-0.035,sentibignomics_x0.1
caricature,0.0,sentibignomics_x0.1
caring,0.075,sentibignomics_x0.1
carnage,-0.06,sentibignomics_x0.1
carry,0.005,sentibignomics_x0.1
carve,0.0,sentibignomics_x0.1
case,0.0,sentibignomics_x0.1
cash,0.09,sentibignomics_x0.1
caste,0.025,sentibignomics_x0.1
castigate,-0.015,sentibignomics_x0.1
casual,0.02,sentibignomics_x0.1
casualised,-0.035,sentibignomics_x0.1
casualty,-0.05,sentibignomics_x0.1
cataclysmic,-0.055,sentibignomics_x0.1
catalyst,0.01,sentibignomics_x0.1
catalyze,0.015,sentibignomics_x0.1
catapult,0.06,sentibignomics_x0.1
catastrophe,-0.095,sentibignomics_x0.1
catastrophic,-0.1,sentibignomics_x0.1
catastrophically,-0.095,sentibignomics_x0.1
catch,0.0,sentibignomics_x0.1
cater,0.015,sentibignomics_x0.1
cause,0.0,sentibignomics_x0.1
caution,-0.02,sentibignomics_x0.1
cautionary,-0.015,sentibignomics_x0.1
cautious,-0.01,sentibignomics_x0.1
cautiously,0.01,sentibignomics_x0.1
cautiousness,0.0,sentibignomics_x0.1
cavernous,-0.005,sentibignomics_x0.1
cease,-0.03,sentibignomics_x0.1
ceaseless,0.01,sentibignomics_x0.1
cede,-0.025,sentibignomics_x0.1
celebrated,0.065,sentibignomics_x0.1
celebration,0.075,sentibignomics_x0.1
celebratory,0.055,sentibignomics_x0.1
censor,0.0,sentibignomics_x0.1
censure,-0.04,sentibignomics_x0.1
cent,0.0,sentibignomics_x0.1
center,0.0,sentibignomics_x0.1
centralize,0.015,sentibignomics_x0.1
centre,0.0,sentibignomics_x0.1
ceremony,0.0,sentibignomics_x0.1
cession,0.0,sentibignomics_x0.1
chagrin,-0.03,sentibignomics_x0.1
champion,0.07,sentibignomics_x0.1
chance,0.055,sentibignomics_x0.1
chancy,-0.045,sentibignomics_x0.1
change,0.045,sentibignomics_x0.1
changeover,0.0,sentibignomics_x0.1
chaos,-0.065,sentibignomics_x0.1
chaotic,-0.07,sentibignomics_x0.1
charge,0.0,sentibignomics_x0.1
charging,-0.005,sentibignomics_x0.1
charismatic,0.06,sentibignomics_x0.1
charitable,0.05,sentibignomics_x0.1
charity,0.05,sentibignomics_x0.1
charm,0.05,sentibignomics_x0.1
charred,-0.025,sentibignomics_x0.1
chart,0.0,sentibignomics_x0.1
chasten,-0.015,sentibignomics_x0.1
chastise,-0.035,sentibignomics_x0.1
chattel,0.0,sentibignomics_x0.1
cheap,-0.02,sentibignomics_x0.1
cheapen,-0.045,sentibignomics_x0.1
cheat,-0.055,sentibignomics_x0.1
cheating,-0.07,sentibignomics_x0.1
check,0.03,sentibignomics_x0.1
cheer,0.06,sentibignomics_x0.1
cherish,0.07,sentibignomics_x0.1
chide,-0.04,sentibignomics_x0.1
chill,-0.005,sentibignomics_x0.1
chilled,-0.01,sentibignomics_x0.1
chilling,0.02,sentibignomics_x0.1
chilly,-0.015,sentibignomics_x0.1
chinese,0.0,sentibignomics_x0.1
choke,-0.06,sentibignomics_x0.1
choose,0.035,sentibignomics_x0.1
choosy,-0.025,sentibignomics_x0.1
chop,-0.015,sentibignomics_x0.1
choppy,-0.05,sentibignomics_x0.1
chronic,-0.055,sentibignomics_x0.1
circle,0.0,sentibignomics_x0.1
circumspect,-0.025,sentibignomics_x0.1
circumvent,0.0,sentibignomics_x0.1
circumvention,-0.02,sentibignomics_x0.1
civil,0.025,sentibignomics_x0.1
claim,0.0,sentibignomics_x0.1
claimable,0.0,sentibignomics_x0.1
claimant,0.0,sentibignomics_x0.1
clamber,-0.03,sentibignomics_x0.1
clamor,-0.005,sentibignomics_x0.1
clamp,-0.005,sentibignomics_x0.1
clampdown,0.0,sentibignomics_x0.1
clandestine,-0.04,sentibignomics_x0.1
clarification,0.04,sentibignomics_x0.1
clarify,0.06,sentibignomics_x0.1
clarity,0.05,sentibignomics_x0.1
clash,-0.05,sentibignomics_x0.1
classify,0.015,sentibignomics_x0.1
classy,0.06,sentibignomics_x0.1
claw,-0.035,sentibignomics_x0.1
clawback,-0.03,sentibignomics_x0.1
clawbacks,-0.03,sentibignomics_x0.1
clean,0.05,sentibignomics_x0.1
cleaning,0.03,sentibignomics_x0.1
cleanup,0.04,sentibignomics_x0.1
clear,0.0,sentibignomics_x0.1
clearly,0.0,sentibignomics_x0.1
clever,0.045,sentibignomics_x0.1
cliff,0.0,sentibignomics_x0.1
climate,0.0,sentibignomics_x0.1
climax,0.055,sentibignomics_x0.1
climb,0.055,sentibignomics_x0.1
climbdown,-0.025,sentibignomics_x0.1
clinch,0.01,sentibignomics_x0.1
cling,-0.005,sentibignomics_x0.1
clobber,-0.045,sentibignomics_x0.1
clog,-0.04,sentibignomics_x0.1
close,-0.025,sentibignomics_x0.1
closeout,-0.035,sentibignomics_x0.1
closure,-0.05,sentibignomics_x0.1
cloud,0.015,sentibignomics_x0.1
cloudy,-0.025,sentibignomics_x0.1
clueless,-0.035,sentibignomics_x0.1
clumsy,-0.035,sentibignomics_x0.1
clunky,-0.035,sentibignomics_x0.1
clutch,-0.01,sentibignomics_x0.1
clutter,-0.055,sentibignomics_x0.1
cluttered,-0.03,sentibignomics_x0.1
coalesce,0.02,sentibignomics_x0.1
cocky,-0.05,sentibignomics_x0.1
coddle,0.0,sentibignomics_x0.1
codicil,0.0,sentibignomics_x0.1
codification,0.0,sentibignomics_x0.1
codify,0.0,sentibignomics_x0.1
coerce,-0.065,sentibignomics_x0.1
coercion,-0.06,sentibignomics_x0.1
coercive,-0.045,sentibignomics_x0.1
coffer,0.0,sentibignomics_x0.1
coherent,0.06,sentibignomics_x0.1
cohesion,0.04,sentibignomics_x0.1
cohesive,0.02,sentibignomics_x0.1
coincide,0.02,sentibignomics_x0.1
cold,-0.02,sentibignomics_x0.1
collaborate,0.035,sentibignomics_x0.1
collaboration,0.03,sentibignomics_x0.1
collaborative,0.055,sentibignomics_x0.1
collaborator,0.03,sentibignomics_x0.1
collapse,-0.08,sentibignomics_x0.1
collapsed,-0.1,sentibignomics_x0.1
collateral,0.0,sentibignomics_x0.1
collateralize,0.025,sentibignomics_x0.1
collectivize,0.04,sentibignomics_x0.1
collector,0.0,sentibignomics_x0.1
collide,-0.04,sentibignomics_x0.1
collision,-0.035,sentibignomics_x0.1
collude,-0.055,sentibignomics_x0.1
collusion,-0.06,sentibignomics_x0.1
collusive,-0.035,sentibignomics_x0.1
colony,0.0,sentibignomics_x0.1
colored,0.0,sentibignomics_x0.1
colorful,0.04,sentibignomics_x0.1
colossal,0.065,sentibignomics_x0.1
colossus,0.04,sentibignomics_x0.1
comatose,-0.04,sentibignomics_x0.1
comb,0.005,sentibignomics_x0.1
combat,-0.035,sentibignomics_x0.1
combative,0.0,sentibignomics_x0.1
combination,0.0,sentibignomics_x0.1
combine,0.0,sentibignomics_x0.1
combined,0.03,sentibignomics_x0.1
come,0.0,sentibignomics_x0.1
comfort,0.07,sentibignomics_x0.1
comfortable,0.05,sentibignomics_x0.1
comic,0.015,sentibignomics_x0.1
command,0.035,sentibignomics_x0.1
commemorate,0.05,sentibignomics_x0.1
commence,0.035,sentibignomics_x0.1
commend,0.025,sentibignomics_x0.1
commendable,0.065,sentibignomics_x0.1
commercial,0.0,sentibignomics_x0.1
commercialize,0.01,sentibignomics_x0.1
commingle,0.0,sentibignomics_x0.1
commit,0.02,sentibignomics_x0.1
commitment,0.03,sentibignomics_x0.1
commoditize,0.0,sentibignomics_x0.1
commodity,0.02,sentibignomics_x0.1
common,0.0,sentibignomics_x0.1
companies,0.0,sentibignomics_x0.1
companion,0.065,sentibignomics_x0.1
company,0.0,sentibignomics_x0.1
comparable,0.02,sentibignomics_x0.1
compare,0.005,sentibignomics_x0.1
compassion,0.05,sentibignomics_x0.1
compassionate,0.075,sentibignomics_x0.1
compel,0.0,sentibignomics_x0.1
compensate,0.07,sentibignomics_x0.1
compensation,0.055,sentibignomics_x0.1
compensatory,0.03,sentibignomics_x0.1
compete,0.015,sentibignomics_x0.1
competent,0.055,sentibignomics_x0.1
competition,0.0,sentibignomics_x0.1
competitive,0.005,sentibignomics_x0.1
competitiveness,0.025,sentibignomics_x0.1
competitor,0.0,sentibignomics_x0.1
complacency,-0.01,sentibignomics_x0.1
complacent,0.0,sentibignomics_x0.1
complain,-0.03,sentibignomics_x0.1
complainant,-0.025,sentibignomics_x0.1
complaint,-0.04,sentibignomics_x0.1
complete,0.04,sentibignomics_x0.1
complex,0.0,sentibignomics_x0.1
complexity,0.0,sentibignomics_x0.1
compliant,0.04,sentibignomics_x0.1
complicate,-0.04,sentibignomics_x0.1
complication,-0.045,sentibignomics_x0.1
complicit,-0.05,sentibignomics_x0.1
compliment,0.06,sentibignomics_x0.1
complimentary,0.06,sentibignomics_x0.1
comply,0.035,sentibignomics_x0.1
composite,0.0,sentibignomics_x0.1
compound,0.0,sentibignomics_x0.1
comprehend,0.025,sentibignomics_x0.1
comprehensive,0.04,sentibignomics_x0.1
comprise,0.0,sentibignomics_x0.1
compromise,-0.02,sentibignomics_x0.1
compulsion,-0.005,sentibignomics_x0.1
compulsive,-0.025,sentibignomics_x0.1
compulsory,-0.02,sentibignomics_x0.1
computerized,0.015,sentibignomics_x0.1
conceal,-0.01,sentibignomics_x0.1
concede,-0.015,sentibignomics_x0.1
conceivable,0.01,sentibignomics_x0.1
conceivably,0.0,sentibignomics_x0.1
concentrate,0.04,sentibignomics_x0.1
concentrated,0.005,sentibignomics_x0.1
concentration,0.035,sentibignomics_x0.1
conceptualize,0.015,sentibignomics_x0.1
concern,-0.02,sentibignomics_x0.1
concerted,0.04,sentibignomics_x0.1
concession,0.035,sentibignomics_x0.1
concessional,0.02,sentibignomics_x0.1
conciliate,0.03,sentibignomics_x0.1
conciliation,0.015,sentibignomics_x0.1
conciliatory,0.03,sentibignomics_x0.1
conclude,0.025,sentibignomics_x0.1
conclusive,0.02,sentibignomics_x0.1
conclusively,0.03,sentibignomics_x0.1
concur,0.015,sentibignomics_x0.1
condemn,-0.05,sentibignomics_x0.1
condemnation,-0.05,sentibignomics_x0.1
condition,0.0,sentibignomics_x0.1
conditional,0.0,sentibignomics_x0.1
conditionally,0.0,sentibignomics_x0.1
condone,0.02,sentibignomics_x0.1
conducive,0.035,sentibignomics_x0.1
confer,0.005,sentibignomics_x0.1
confess,0.0,sentibignomics_x0.1
confession,0.0,sentibignomics_x0.1
confide,0.03,sentibignomics_x0.1
confidence,0.06,sentibignomics_x0.1
confident,0.06,sentibignomics_x0.1
confine,-0.045,sentibignomics_x0.1
confinement,-0.045,sentibignomics_x0.1
confirm,0.03,sentibignomics_x0.1
confirmation,0.025,sentibignomics_x0.1
confiscate,-0.04,sentibignomics_x0.1
confiscation,-0.05,sentibignomics_x0.1
confiscatory,-0.03,sentibignomics_x0.1
conflict,-0.05,sentibignomics_x0.1
conflicting,-0.05,sentibignomics_x0.1
conform,0.03,sentibignomics_x0.1
confound,0.015,sentibignomics_x0.1
confront,-0.01,sentibignomics_x0.1
confrontation,-0.045,sentibignomics_x0.1
confrontational,-0.05,sentibignomics_x0.1
confuse,-0.04,sentibignomics_x0.1
confusingly,-0.03,sentibignomics_x0.1
confusion,-0.04,sentibignomics_x0.1
congenial,0.04,sentibignomics_x0.1
congested,-0.04,sentibignomics_x0.1
congestion,-0.06,sentibignomics_x0.1
congratulate,0.055,sentibignomics_x0.1
congregate,0.035,sentibignomics_x0.1
conjure,0.02,sentibignomics_x0.1
connection,0.04,sentibignomics_x0.1
conquer,0.05,sentibignomics_x0.1
conscientious,0.025,sentibignomics_x0.1
conscious,0.05,sentibignomics_x0.1
consciousness,0.045,sentibignomics_x0.1
consecutive,0.01,sentibignomics_x0.1
consensual,0.05,sentibignomics_x0.1
consensus,0.04,sentibignomics_x0.1
consent,0.03,sentibignomics_x0.1
consequence,-0.05,sentibignomics_x0.1
conservative,0.03,sentibignomics_x0.1
conserve,0.05,sentibignomics_x0.1
consider,0.0,sentibignomics_x0.1
considerable,0.025,sentibignomics_x0.1
consideration,0.045,sentibignomics_x0.1
consistent,0.055,sentibignomics_x0.1
consolation,0.03,sentibignomics_x0.1
consolidate,0.02,sentibignomics_x0.1
consolidated,0.035,sentibignomics_x0.1
consolidation,0.035,sentibignomics_x0.1
conspicuous,-0.03,sentibignomics_x0.1
conspiracy,-0.035,sentibignomics_x0.1
conspirator,-0.04,sentibignomics_x0.1
conspiratorial,-0.06,sentibignomics_x0.1
conspire,-0.055,sentibignomics_x0.1
constant,0.015,sentibignomics_x0.1
consternation,-0.045,sentibignomics_x0.1
constituent,0.02,sentibignomics_x0.1
constitute,0.0,sentibignomics_x0.1
constitution,0.025,sentibignomics_x0.1
constitutional,0.035,sentibignomics_x0.1
constitutionality,0.02,sentibignomics_x0.1
constitutionally,0.015,sentibignomics_x0.1
constitutive,0.025,sentibignomics_x0.1
constrain,-0.03,sentibignomics_x0.1
constraint,-0.05,sentibignomics_x0.1
constrict,-0.03,sentibignomics_x0.1
construct,0.02,sentibignomics_x0.1
construction,0.035,sentibignomics_x0.1
constructive,0.04,sentibignomics_x0.1
constructively,0.045,sentibignomics_x0.1
construe,0.0,sentibignomics_x0.1
consume,0.035,sentibignomics_x0.1
consumer,0.01,sentibignomics_x0.1
consumption,0.005,sentibignomics_x0.1
contact,0.02,sentibignomics_x0.1
contagion,-0.085,sentibignomics_x0.1
contagious,-0.06,sentibignomics_x0.1
contain,0.0,sentibignomics_x0.1
containerize,0.0,sentibignomics_x0.1
contamination,-0.085,sentibignomics_x0.1
contemplate,0.015,sentibignomics_x0.1
contempt,-0.05,sentibignomics_x0.1
contend,0.0,sentibignomics_x0.1
contender,0.005,sentibignomics_x0.1
content,0.01,sentibignomics_x0.1
contented,0.045,sentibignomics_x0.1
contention,-0.035,sentibignomics_x0.1
contentious,-0.03,sentibignomics_x0.1
contentiously,-0.02,sentibignomics_x0.1
contest,-0.01,sentibignomics_x0.1
contestability,0.005,sentibignomics_x0.1
contestation,-0.015,sentibignomics_x0.1
context,0.0,sentibignomics_x0.1
contingency,0.015,sentibignomics_x0.1
contingent,0.01,sentibignomics_x0.1
contingently,0.0,sentibignomics_x0.1
continual,0.02,sentibignomics_x0.1
continuation,0.055,sentibignomics_x0.1
continuity,0.03,sentibignomics_x0.1
continuous,0.045,sentibignomics_x0.1
contract,0.0,sentibignomics_x0.1
contractible,-0.02,sentibignomics_x0.1
contractile,-0.01,sentibignomics_x0.1
contraction,-0.03,sentibignomics_x0.1
contractionary,-0.01,sentibignomics_x0.1
contractual,0.0,sentibignomics_x0.1
